year,Pos,Player,photo,Runs,Mat,Inns,NO,HS,Avg,BF,SR,Century,Fifty,Four,Sixes,Team,Team_logo,Outs
2008,37,Herschelle Gibbs,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,167,9,9,0,47,18.55,153,109.15,0,0,17,8,DEC,https://media.crictracker.com/media/attachments/1677234053985_Deccan-Chargers-logo.jpeg,9.002695418
2009,5,Herschelle Gibbs,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,371,14,14,3,69,33.72,331,112.08,0,4,32,12,DEC,https://media.crictracker.com/media/attachments/1677234053985_Deccan-Chargers-logo.jpeg,11.00237248
2010,29,Herschelle Gibbs,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,267,10,10,0,50,26.7,235,113.61,0,1,26,9,DEC,https://media.crictracker.com/media/attachments/1677234053985_Deccan-Chargers-logo.jpeg,10
2012,75,Herschelle Gibbs,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,81,3,3,1,66,40.5,88,92.04,0,1,8,2,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,2
2026,92,Himmat Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Himmat%20Singh.png,16,2,2,1,15,16,16,100,0,0,0,1,LSG,https://www.hindustantimes.com/ht-img/img/2026/02/26/cropped/16-9/1000217347_1772086834074_1772086846178.jpg,1
2022,95,Hrithik Shokeen,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Hrithik%20Shokeen.png,43,5,3,1,25,21.5,48,89.58,0,0,5,0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,2
2023,105,Hrithik Shokeen,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Hrithik%20Shokeen.png,23,8,3,2,18,23,17,135.29,0,0,4,0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg,1
2014,99,Imran Tahir,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,8,6,2,0,4,4,10,80,0,0,2,0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,2
2015,109,Imran Tahir,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,5,10,2,1,3,5,6,83.33,0,0,0,0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,1
2016,119,Imran Tahir,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,5,4,1,0,5,5,7,71.42,0,0,1,0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg,1
2017,142,Imran Tahir,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,0,12,1,1,0,1,2,0,0,0,0,0,RPS,https://i.pinimg.com/736x/9b/3c/f1/9b3cf1c503a30be3ec3c3f60562867f7.jpg,0
2018,124,Imran Tahir,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,2,6,1,1,2,1,2,100,0,0,0,0,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,2
2020,93,Imran Tahir,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,13,3,1,1,13,1,10,130,0,0,2,0,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg,13
2008,143,Iqbal Abdulla,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,1,1,1,1,1,1,2,50,0,0,0,0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,1
2011,120,Iqbal Abdulla,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,15,15,2,2,12,1,12,125,0,0,1,0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,15
2013,130,Iqbal Abdulla,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,8,5,2,2,6,1,14,57.14,0,0,0,0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg,8
2015,84,Iqbal Abdulla,https://scores.iplt20.com/ipl/images/default-player-statsImage.png,20,5,2,0,20,10,18,111.11,0,0,4,0,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg,2
