year,Pos,Player,Image,Wkts,Mat,Inns,Over,Runs,BBI,Average,Economic,Strike_Rate,Four_wkt,Five_wkt,Team,Team_logo
2008.0, 1 ,Sohail Tanvir,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shane Warne.png,22.0,11.0,11.0,41.0,266.0,6/14,12.09,6.46,11.22,1.0,1.0,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png
2008.0, 2 ,Shane Warne,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shanthakumaran Sreesanth.png,19.0,15.0,15.0,52.0,404.0,4/21,21.26,7.76,16.42,0.0,0.0,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png
2008.0, 3 ,Shanthakumaran Sreesanth,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Piyush Chawla.png,19.0,15.0,15.0,51.0,442.0,3/29,23.26,8.63,16.15,0.0,0.0,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png
2008.0, 4 ,Piyush Chawla,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Albie Morkel.png,17.0,15.0,15.0,47.0,389.0,4/17,22.88,8.3,16.52,0.0,0.0,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png
2008.0, 5 ,Albie Morkel,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shane Watson.png,17.0,13.0,13.0,48.0,399.0,4/32,23.47,8.31,16.94,1.0,0.0,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg
2008.0, 6 ,Shane Watson,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Manpreet Gony.png,17.0,15.0,15.0,54.0,383.0,4/29,22.52,7.07,19.11,0.0,0.0,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png
2008.0, 7 ,Manpreet Gony,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Yo Mahesh.png,17.0,16.0,16.0,60.0,443.0,3/31,26.05,7.38,21.17,0.0,0.0,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg
2008.0, 8 ,Yo Mahesh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Irfan Pathan.png,16.0,11.0,11.0,42.0,370.0,4/36,23.12,8.77,15.81,1.0,0.0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg
2008.0, 9 ,Irfan Pathan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/RP Singh.png,15.0,14.0,14.0,53.0,350.0,3/24,23.33,6.6,21.2,0.0,0.0,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png
2008.0, 10 ,RP Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/MF Maharoof.png,15.0,14.0,14.0,51.0,442.0,4/22,29.46,8.61,20.53,0.0,0.0,DEC,https://media.crictracker.com/media/attachments/1677234053985_Deccan-Chargers-logo.jpeg
2008.0, 11 ,MF Maharoof,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Munaf Patel.png,15.0,10.0,10.0,36.0,249.0,3/34,16.6,6.91,14.4,0.0,0.0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg
2008.0, 12 ,Munaf Patel,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Zaheer Khan.png,14.0,15.0,15.0,55.0,420.0,5/21,30.0,7.63,23.57,0.0,0.0,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png
2008.0, 13 ,Zaheer Khan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Siddharth Trivedi.png,13.0,11.0,11.0,42.0,357.0,4/17,27.46,8.5,19.38,0.0,0.0,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg
2008.0, 14 ,Siddharth Trivedi,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ashish Nehra.png,13.0,15.0,15.0,48.0,399.0,4/25,30.69,8.31,22.15,0.0,0.0,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png
2008.0, 15 ,Ashish Nehra,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Glenn McGrath.png,12.0,14.0,14.0,45.0,348.0,4/10,29.0,7.76,22.41,0.0,0.0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg
2008.0, 16 ,Glenn McGrath,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Umar Gul.png,12.0,14.0,14.0,54.0,357.0,4/29,29.75,6.61,27.0,1.0,0.0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg
2008.0, 17 ,Umar Gul,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Lakshmipathy Balaji.png,12.0,6.0,6.0,22.0,184.0,4/23,15.33,8.17,11.25,1.0,0.0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg
2008.0, 18 ,Lakshmipathy Balaji,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shaun Pollock.png,11.0,9.0,9.0,33.0,286.0,5/24,26.0,8.66,18.0,0.0,1.0,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg
2008.0, 19 ,Shaun Pollock,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Amit Mishra.png,11.0,13.0,13.0,46.0,301.0,3/12,27.36,6.54,25.09,0.0,0.0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg
2008.0, 20 ,Amit Mishra,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Dwayne Bravo.png,11.0,6.0,6.0,20.0,142.0,5/17,12.9,7.15,10.81,0.0,1.0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg
2008.0, 21 ,Dwayne Bravo,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Muttiah Muralitharan.png,11.0,9.0,9.0,28.0,232.0,4/22,21.09,8.14,15.54,0.0,0.0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg
2008.0, 22 ,Muttiah Muralitharan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Dhawal Kulkarni.png,11.0,15.0,15.0,58.0,404.0,3/11,36.72,6.96,31.63,0.0,0.0,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg
2008.0, 23 ,Dhawal Kulkarni,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Vikram Singh.png,11.0,10.0,10.0,29.0,236.0,4/14,21.45,8.0,16.09,0.0,0.0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg
2008.0, 24 ,Vikram Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Pragyan Ojha.png,11.0,13.0,13.0,48.0,420.0,3/29,38.18,8.75,26.18,0.0,0.0,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png
2008.0, 25 ,Pragyan Ojha,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Praveen Kumar.png,11.0,13.0,12.0,37.0,284.0,3/11,25.81,7.67,20.18,0.0,0.0,DEC,https://media.crictracker.com/media/attachments/1677234053985_Deccan-Chargers-logo.jpeg
2008.0, 26 ,Praveen Kumar,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Dilhara Fernando.png,11.0,13.0,13.0,44.0,366.0,3/18,33.27,8.19,24.36,0.0,0.0,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg
2008.0, 27 ,Dilhara Fernando,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Dale Steyn.png,10.0,5.0,5.0,20.0,160.0,4/18,16.0,8.0,12.0,1.0,0.0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg
2008.0, 28 ,Dale Steyn,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shahid Afridi.png,10.0,10.0,10.0,38.0,252.0,3/11,25.2,6.63,22.8,0.0,0.0,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg
2008.0, 29 ,Shahid Afridi,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ajit Agarkar.png,9.0,10.0,10.0,30.0,225.0,3/28,25.0,7.5,20.0,0.0,0.0,DEC,https://media.crictracker.com/media/attachments/1677234053985_Deccan-Chargers-logo.jpeg
2008.0, 30 ,Ajit Agarkar,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mohammad Asif.png,8.0,9.0,9.0,26.0,207.0,3/25,25.87,7.96,19.5,0.0,0.0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg
2008.0, 31 ,Mohammad Asif,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Joginder Sharma.png,8.0,8.0,8.0,32.0,296.0,2/19,37.0,9.25,24.0,0.0,0.0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg
2008.0, 32 ,Joginder Sharma,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ashok Dinda.png,8.0,8.0,7.0,24.0,239.0,2/27,29.87,9.68,18.5,0.0,0.0,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg
2008.0, 33 ,Ashok Dinda,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Yusuf Pathan.png,8.0,13.0,12.0,38.0,258.0,4/18,32.25,6.78,28.5,0.0,0.0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg
2008.0, 34 ,Yusuf Pathan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ishant Sharma.png,8.0,16.0,13.0,28.0,230.0,3/20,28.75,8.16,21.12,0.0,0.0,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png
2008.0, 35 ,Ishant Sharma,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/James Hopes.png,8.0,13.0,13.0,43.0,331.0,5/12,41.37,7.66,32.37,0.0,0.0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg
2008.0, 36 ,James Hopes,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Palani Amarnath.png,7.0,11.0,11.0,28.0,276.0,2/2,39.42,9.85,24.0,0.0,0.0,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png
2008.0, 37 ,Palani Amarnath,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Anil Kumble.png,7.0,6.0,6.0,22.0,236.0,2/29,33.71,10.72,18.85,0.0,0.0,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg
2008.0, 38 ,Anil Kumble,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Makhaya Ntini.png,7.0,10.0,10.0,38.0,304.0,5/5,43.42,7.93,32.85,0.0,0.0,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg
2008.0, 39 ,Makhaya Ntini,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Laxmi Ratan Shukla.png,7.0,9.0,9.0,35.0,242.0,4/21,34.57,6.91,30.0,1.0,0.0,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg
2008.0, 40 ,Laxmi Ratan Shukla,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Rajat Bhatia.png,6.0,13.0,9.0,12.0,124.0,3/25,20.66,10.33,12.0,0.0,0.0,Shukla,
2008.0, 41 ,Rajat Bhatia,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sourav Ganguly.png,6.0,9.0,9.0,22.0,183.0,4/15,30.5,8.31,22.0,0.0,0.0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg
2008.0, 42 ,Sourav Ganguly,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Rohan Raje.png,6.0,13.0,7.0,20.0,128.0,2/21,21.33,6.4,20.0,0.0,0.0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg
2008.0, 43 ,Rohan Raje,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Harbhajan Singh.png,5.0,6.0,6.0,16.0,137.0,2/16,27.4,8.38,19.6,0.0,0.0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg
2008.0, 44 ,Harbhajan Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Dwayne Smith.png,5.0,3.0,3.0,10.0,82.0,5/18,16.4,8.2,12.0,0.0,0.0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg
2008.0, 45 ,Dwayne Smith,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shoaib Akhtar.png,5.0,4.0,4.0,11.0,83.0,4/8,16.6,7.54,13.2,0.0,0.0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg
2008.0, 46 ,Shoaib Akhtar,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Chaminda Vaas.png,5.0,3.0,3.0,7.0,54.0,4/11,10.8,7.71,8.4,1.0,0.0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg
2008.0, 47 ,Chaminda Vaas,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Vinay Kumar.png,5.0,5.0,5.0,17.0,145.0,3/21,29.0,8.52,20.4,0.0,0.0,DEC,https://media.crictracker.com/media/attachments/1677234053985_Deccan-Chargers-logo.jpeg
2008.0, 48 ,Vinay Kumar,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Pradeep Sangwan.png,5.0,8.0,8.0,23.0,182.0,4/40,36.4,7.91,27.6,0.0,0.0,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg
2008.0, 49 ,Pradeep Sangwan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Brett Lee.png,5.0,7.0,7.0,24.0,215.0,3/18,43.0,8.95,28.8,0.0,0.0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg
2008.0, 50 ,Brett Lee,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sanath Jayasuriya.png,4.0,4.0,4.0,16.0,112.0,3/15,28.0,7.0,24.0,0.0,0.0,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png
2008.0, 51 ,Sanath Jayasuriya,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sanjay Bangar.png,4.0,14.0,8.0,21.0,159.0,3/14,39.75,7.57,31.5,0.0,0.0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg
2008.0, 52 ,Sanjay Bangar,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Jacques Kallis.png,4.0,11.0,9.0,25.0,219.0,2/34,54.75,8.76,37.5,0.0,0.0,DEC,https://media.crictracker.com/media/attachments/1677234053985_Deccan-Chargers-logo.jpeg
2008.0, 53 ,Jacques Kallis,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Paidikalva Vijaykumar.png,4.0,11.0,11.0,34.0,311.0,3/13,77.75,9.05,51.5,0.0,0.0,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg
2008.0, 54 ,Paidikalva Vijaykumar,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Scott Styris.png,4.0,9.0,9.0,25.0,199.0,1/17,49.75,7.85,38.0,0.0,0.0,DEC,https://media.crictracker.com/media/attachments/1677234053985_Deccan-Chargers-logo.jpeg
2008.0, 55 ,Scott Styris,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Virender Sehwag.png,3.0,8.0,8.0,27.0,199.0,3/32,66.33,7.37,54.0,0.0,0.0,DEC,https://media.crictracker.com/media/attachments/1677234053985_Deccan-Chargers-logo.jpeg
2008.0, 56 ,Virender Sehwag,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Yuvraj Singh.png,3.0,14.0,7.0,11.0,133.0,2/18,44.33,12.09,22.0,0.0,0.0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg
2008.0, 57 ,Yuvraj Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Murali Kartik.png,3.0,15.0,6.0,9.0,83.0,4/29,27.66,9.22,18.0,0.0,0.0,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png
2008.0, 58 ,Murali Kartik,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ramesh Powar.png,3.0,6.0,5.0,14.0,127.0,3/17,42.33,8.65,29.33,0.0,0.0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg
2008.0, 59 ,Ramesh Powar,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Jacob Oram.png,3.0,5.0,5.0,12.0,91.0,2/11,30.33,7.58,24.0,0.0,0.0,PBKS,https://mir-s3-cdn-cf.behance.net/projects/404/614abb172278773.Y3JvcCwxNTAwLDExNzMsMCwxNA.png
2008.0, 60 ,Jacob Oram,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Gajendra Singh.png,3.0,4.0,4.0,16.0,149.0,3/32,49.66,9.31,32.0,0.0,0.0,CSK,https://assets.designhill.com/design-blog/wp-content/uploads/2025/03/1-5.jpg
2008.0, 61 ,Gajendra Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Dominic Thornely.png,3.0,4.0,4.0,14.0,141.0,1/33,47.0,10.07,28.0,0.0,0.0,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png
2008.0, 62 ,Dominic Thornely,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/David Hussey.png,3.0,6.0,4.0,7.0,40.0,2/7,13.33,5.71,14.0,0.0,0.0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg
2008.0, 63 ,David Hussey,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Daniel Vettori.png,2.0,13.0,5.0,13.0,130.0,2/2,65.0,10.0,39.0,0.0,0.0,KKR,https://www.mbaskool.com/2015_images/stories/apr-images/ipl-logos01.jpg
2008.0, 64 ,Daniel Vettori,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Venugopal Rao.png,2.0,2.0,2.0,8.0,54.0,3/15,27.0,6.75,24.0,0.0,0.0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg
2008.0, 65 ,Venugopal Rao,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Dimitri Mascarenhas.png,2.0,11.0,7.0,14.0,137.0,2/23,68.5,9.78,42.0,0.0,0.0,DEC,https://media.crictracker.com/media/attachments/1677234053985_Deccan-Chargers-logo.jpeg
2008.0, 66 ,Dimitri Mascarenhas,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Virat Kohli.png,2.0,1.0,1.0,4.0,29.0,5/25,14.5,7.25,12.0,0.0,0.0,RR,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg/250px-This_is_the_logo_for_Rajasthan_Royals%2C_a_cricket_team_playing_in_the_Indian_Premier_League_%28IPL%29.svg.png
2008.0, 67 ,Virat Kohli,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Doddapaneni Kalyankrishna.png,2.0,13.0,4.0,7.0,61.0,2/25,30.5,7.95,23.0,0.0,0.0,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg
2008.0, 68 ,Doddapaneni Kalyankrishna,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Siddharth Chitnis.png,2.0,3.0,3.0,8.0,87.0,1/30,43.5,10.87,24.0,0.0,0.0,DEC,https://media.crictracker.com/media/attachments/1677234053985_Deccan-Chargers-logo.jpeg
2008.0, 69 ,Siddharth Chitnis,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shoaib Malik.png,2.0,3.0,2.0,6.0,60.0,2/40,30.0,10.0,18.0,0.0,0.0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg
2008.0, 70 ,Shoaib Malik,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Balachandra Akhil.png,2.0,7.0,5.0,8.0,85.0,1/6,42.5,10.0,25.5,0.0,0.0,DC,https://mir-s3-cdn-cf.behance.net/projects/404/c4137880005305.Y3JvcCw1OTEsNDYyLDQ1LDE2OA.jpg
2008.0, 71 ,Balachandra Akhil,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Musavir Khote.png,2.0,7.0,6.0,17.0,134.0,2/17,67.0,7.73,52.0,0.0,0.0,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg
2008.0, 72 ,Musavir Khote,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Nuwan Zoysa.png,2.0,4.0,2.0,5.0,51.0,2/29,25.5,10.2,15.0,0.0,0.0,MI,https://static.vecteezy.com/system/resources/previews/059/494/375/non_2x/mumbai-indians-original-ipl-team-official-logo-premium-design-for-digital-download-free-vector.jpg
2008.0, 73 ,Nuwan Zoysa,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ashley Noffke.png,2.0,3.0,3.0,11.0,99.0,1/30,49.5,9.0,33.0,0.0,0.0,DEC,https://media.crictracker.com/media/attachments/1677234053985_Deccan-Chargers-logo.jpeg
2008.0, 74 ,Ashley Noffke,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Wilkin Mota.png,1.0,1.0,1.0,4.0,40.0,1/40,40.0,10.0,24.0,0.0,0.0,RCB,https://wallpapers.com/images/hd/rcb-royal-challengers-bangalore-lion-logo-n8z0bqiop2wa2skq.jpg
